Amount,Category,Reason,Mood,Date,User ID
399954,Sekunder,Gaya Hidup,Tidak Baik,2031-03-04,4
282249,Tidak Terduga,Sial,Tidak Baik,2031-03-05,1
628384,Sekunder,Esensial,Baik,2031-03-06,6
466802,Primer,Gaya Hidup,Tidak Baik,2031-03-07,10
226412,Tersier,Kewajiban,Tidak Baik,2031-03-08,18
726643,Primer,Irasional,Senang,2031-03-09,1
730674,Sekunder,Terencana,Senang,2031-03-10,18
119772,Sekunder,Sial,Tidak Baik,2031-03-11,12
578913,Tidak Terduga,Kewajiban,Tidak Baik,2031-03-12,12
408120,Tidak Terduga,Gaya Hidup,Buruk,2031-03-13,15
100966,Tidak Terduga,Esensial,Buruk,2031-03-14,17
581613,Sekunder,Irasional,Senang,2031-03-15,2
600511,Tidak Terduga,Esensial,Buruk,2031-03-16,1
561971,Sekunder,Gaya Hidup,Senang,2031-03-17,6
854613,Sekunder,Kewajiban,Tidak Baik,2031-03-18,9
562280,Tersier,Gaya Hidup,Baik,2031-03-19,10
611070,Primer,Irasional,Baik,2031-03-20,7
51322,Tersier,Irasional,Buruk,2031-03-21,5
439420,Primer,Luxury,Buruk,2031-03-22,7
945754,Primer,Gaya Hidup,Buruk,2031-03-23,13
522972,Sekunder,Irasional,Buruk,2031-03-24,6
75649,Tidak Terduga,Teratur,Baik,2031-03-25,6
696549,Tidak Terduga,Terencana,Baik,2031-03-26,4
435674,Tidak Terduga,Kewajiban,Senang,2031-03-27,13
421435,Tersier,Luxury,Buruk,2031-03-28,19
295971,Tidak Terduga,Luxury,Tidak Baik,2031-03-29,2
813618,Sekunder,Kewajiban,Buruk,2031-03-30,13
47031,Tidak Terduga,Esensial,Senang,2031-03-31,20
404440,Tidak Terduga,Kewajiban,Senang,2031-04-01,13
856823,Tidak Terduga,Luxury,Buruk,2031-04-02,18
100841,Tersier,Sial,Buruk,2031-04-03,12
391551,Sekunder,Irasional,Buruk,2031-04-04,15
282838,Tidak Terduga,Sial,Buruk,2031-04-05,9
798544,Primer,Irasional,Baik,2031-04-06,13
719023,Tersier,Terencana,Buruk,2031-04-07,16
688775,Tidak Terduga,Sial,Buruk,2031-04-08,1
138699,Tidak Terduga,Gaya Hidup,Baik,2031-04-09,13
838977,Tersier,Gaya Hidup,Baik,2031-04-10,15
640169,Primer,Kewajiban,Tidak Baik,2031-04-11,12
800899,Primer,Gaya Hidup,Baik,2031-04-12,3
823435,Tersier,Esensial,Buruk,2031-04-13,14
378671,Tidak Terduga,Luxury,Senang,2031-04-14,20
169890,Tersier,Sial,Tidak Baik,2031-04-15,4
76489,Tersier,Irasional,Senang,2031-04-16,8
399412,Tersier,Luxury,Buruk,2031-04-17,19
602536,Tersier,Sial,Baik,2031-04-18,12
384992,Primer,Gaya Hidup,Baik,2031-04-19,5
883025,Tersier,Terencana,Tidak Baik,2031-04-20,3
704020,Tidak Terduga,Kewajiban,Senang,2031-04-21,11
213594,Tidak Terduga,Teratur,Tidak Baik,2031-04-22,2
900720,Sekunder,Terencana,Senang,2031-04-23,4
846990,Sekunder,Sial,Tidak Baik,2031-04-24,14
747941,Tersier,Luxury,Buruk,2031-04-25,10
517192,Sekunder,Esensial,Buruk,2031-04-26,5
759168,Tersier,Irasional,Tidak Baik,2031-04-27,13
531776,Primer,Terencana,Buruk,2031-04-28,3
692423,Primer,Luxury,Senang,2031-04-29,1
221132,Primer,Irasional,Senang,2031-04-30,16
880916,Primer,Luxury,Senang,2031-05-01,1
171403,Tidak Terduga,Gaya Hidup,Baik,2031-05-02,7
96165,Primer,Gaya Hidup,Tidak Baik,2031-05-03,7
780827,Primer,Esensial,Baik,2031-05-04,12
843894,Tidak Terduga,Teratur,Tidak Baik,2031-05-05,2
509911,Tersier,Irasional,Tidak Baik,2031-05-06,17
68780,Sekunder,Terencana,Tidak Baik,2031-05-07,9
337696,Tersier,Luxury,Tidak Baik,2031-05-08,6
241383,Tersier,Kewajiban,Baik,2031-05-09,10
75934,Sekunder,Luxury,Buruk,2031-05-10,7
859538,Primer,Terencana,Buruk,2031-05-11,4
239159,Primer,Gaya Hidup,Buruk,2031-05-12,20
958818,Primer,Kewajiban,Baik,2031-05-13,18
73941,Primer,Terencana,Baik,2031-05-14,8
360926,Sekunder,Terencana,Tidak Baik,2031-05-15,19
355138,Primer,Sial,Tidak Baik,2031-05-16,5
570418,Primer,Sial,Baik,2031-05-17,10
447568,Primer,Teratur,Baik,2031-05-18,18
885015,Sekunder,Gaya Hidup,Baik,2031-05-19,10
599408,Tidak Terduga,Terencana,Tidak Baik,2031-05-20,17
526395,Sekunder,Terencana,Buruk,2031-05-21,3
295618,Primer,Kewajiban,Baik,2031-05-22,8
68399,Sekunder,Teratur,Baik,2031-05-23,1
819882,Tersier,Terencana,Senang,2031-05-24,1
708324,Tersier,Gaya Hidup,Tidak Baik,2031-05-25,10
230386,Tidak Terduga,Kewajiban,Buruk,2031-05-26,4
330009,Primer,Teratur,Baik,2031-05-27,14
404314,Tidak Terduga,Gaya Hidup,Tidak Baik,2031-05-28,20
934017,Tersier,Esensial,Senang,2031-05-29,3
848771,Tidak Terduga,Esensial,Tidak Baik,2031-05-30,1
80126,Tersier,Teratur,Baik,2031-05-31,11
937855,Tersier,Esensial,Tidak Baik,2031-06-01,8
717584,Sekunder,Sial,Buruk,2031-06-02,2
378048,Primer,Esensial,Baik,2031-06-03,5
316488,Tersier,Luxury,Tidak Baik,2031-06-04,4
160521,Primer,Teratur,Buruk,2031-06-05,12
868171,Tidak Terduga,Terencana,Baik,2031-06-06,3
415896,Tidak Terduga,Irasional,Baik,2031-06-07,13
488176,Tersier,Sial,Buruk,2031-06-08,16
962694,Primer,Gaya Hidup,Baik,2031-06-09,12
449453,Tersier,Sial,Baik,2031-06-10,18
809414,Tersier,Terencana,Tidak Baik,2031-06-11,13
491097,Sekunder,Kewajiban,Tidak Baik,2031-06-12,10
968095,Tidak Terduga,Kewajiban,Senang,2031-06-13,13
435426,Primer,Sial,Baik,2031-06-14,8
385505,Tidak Terduga,Irasional,Senang,2031-06-15,8
225892,Sekunder,Sial,Buruk,2031-06-16,20
550306,Tidak Terduga,Terencana,Tidak Baik,2031-06-17,11
755686,Sekunder,Kewajiban,Tidak Baik,2031-06-18,8
551691,Tidak Terduga,Gaya Hidup,Senang,2031-06-19,10
415191,Primer,Terencana,Buruk,2031-06-20,18
999209,Sekunder,Kewajiban,Tidak Baik,2031-06-21,3
866020,Tidak Terduga,Luxury,Buruk,2031-06-22,3
574500,Sekunder,Kewajiban,Tidak Baik,2031-06-23,1
309676,Primer,Teratur,Senang,2031-06-24,11
870064,Tidak Terduga,Kewajiban,Tidak Baik,2031-06-25,1
116624,Tersier,Luxury,Buruk,2031-06-26,4
792400,Primer,Gaya Hidup,Tidak Baik,2031-06-27,9
475120,Primer,Luxury,Tidak Baik,2031-06-28,16
112760,Primer,Terencana,Baik,2031-06-29,14
481524,Primer,Sial,Senang,2031-06-30,9
661718,Tersier,Kewajiban,Baik,2031-07-01,5
892287,Tidak Terduga,Luxury,Tidak Baik,2031-07-02,16
219222,Primer,Esensial,Senang,2031-07-03,17
601971,Tidak Terduga,Irasional,Senang,2031-07-04,19
338036,Sekunder,Kewajiban,Senang,2031-07-05,14
366814,Primer,Luxury,Buruk,2031-07-06,4
137581,Primer,Teratur,Buruk,2031-07-07,11
113958,Tidak Terduga,Esensial,Baik,2031-07-08,16
373848,Tersier,Esensial,Senang,2031-07-09,8
723024,Sekunder,Teratur,Baik,2031-07-10,18
340000,Tersier,Gaya Hidup,Tidak Baik,2031-07-11,11
351384,Tidak Terduga,Irasional,Baik,2031-07-12,11
497576,Primer,Teratur,Tidak Baik,2031-07-13,4
661894,Tidak Terduga,Teratur,Senang,2031-07-14,5
782524,Tidak Terduga,Terencana,Senang,2031-07-15,18
476815,Tidak Terduga,Sial,Tidak Baik,2031-07-16,3
204739,Tidak Terduga,Gaya Hidup,Baik,2031-07-17,15
753270,Primer,Sial,Buruk,2031-07-18,16
495471,Sekunder,Gaya Hidup,Tidak Baik,2031-07-19,11
398623,Primer,Sial,Senang,2031-07-20,4
498849,Tidak Terduga,Terencana,Tidak Baik,2031-07-21,5
74412,Tidak Terduga,Gaya Hidup,Tidak Baik,2031-07-22,8
792120,Primer,Teratur,Buruk,2031-07-23,19
942300,Tersier,Kewajiban,Senang,2031-07-24,12
985889,Tersier,Teratur,Tidak Baik,2031-07-25,19
399685,Tersier,Esensial,Tidak Baik,2031-07-26,16
674718,Tidak Terduga,Irasional,Baik,2031-07-27,17
486068,Primer,Kewajiban,Senang,2031-07-28,4
317892,Primer,Sial,Baik,2031-07-29,11
700532,Tersier,Teratur,Baik,2031-07-30,12
859924,Tersier,Gaya Hidup,Tidak Baik,2031-07-31,9
90144,Primer,Esensial,Baik,2031-08-01,5
108686,Tidak Terduga,Irasional,Buruk,2031-08-02,13
733787,Tersier,Terencana,Buruk,2031-08-03,2
698480,Sekunder,Irasional,Senang,2031-08-04,20
455942,Sekunder,Teratur,Baik,2031-08-05,15
410959,Primer,Luxury,Buruk,2031-08-06,6
568009,Tidak Terduga,Sial,Buruk,2031-08-07,8
870010,Sekunder,Gaya Hidup,Tidak Baik,2031-08-08,13
816325,Tersier,Terencana,Senang,2031-08-09,1
742413,Tidak Terduga,Teratur,Senang,2031-08-10,5
197758,Primer,Terencana,Tidak Baik,2031-08-11,10
62653,Tersier,Sial,Baik,2031-08-12,10
179715,Tidak Terduga,Sial,Senang,2031-08-13,14
919894,Primer,Irasional,Tidak Baik,2031-08-14,12
667086,Tidak Terduga,Luxury,Senang,2031-08-15,9
741027,Sekunder,Sial,Senang,2031-08-16,14
849264,Sekunder,Terencana,Tidak Baik,2031-08-17,15
489457,Primer,Kewajiban,Baik,2031-08-18,15
66489,Sekunder,Teratur,Buruk,2031-08-19,5
162361,Primer,Kewajiban,Buruk,2031-08-20,2
100499,Sekunder,Terencana,Senang,2031-08-21,12
277459,Tidak Terduga,Irasional,Buruk,2031-08-22,3
846332,Tidak Terduga,Sial,Senang,2031-08-23,15
706502,Primer,Luxury,Baik,2031-08-24,4
414123,Tersier,Teratur,Buruk,2031-08-25,1
409742,Tidak Terduga,Irasional,Senang,2031-08-26,15
431451,Tidak Terduga,Kewajiban,Tidak Baik,2031-08-27,7
624799,Primer,Gaya Hidup,Tidak Baik,2031-08-28,2
63958,Primer,Sial,Baik,2031-08-29,17
664487,Tersier,Luxury,Baik,2031-08-30,15
190891,Primer,Kewajiban,Tidak Baik,2031-08-31,4
742048,Tersier,Luxury,Buruk,2031-09-01,12
501778,Primer,Irasional,Baik,2031-09-02,13
418984,Tidak Terduga,Gaya Hidup,Baik,2031-09-03,9
420084,Primer,Sial,Tidak Baik,2031-09-04,16
495504,Sekunder,Sial,Buruk,2031-09-05,18
830152,Tidak Terduga,Irasional,Buruk,2031-09-06,8
110620,Sekunder,Teratur,Senang,2031-09-07,16
631800,Sekunder,Esensial,Tidak Baik,2031-09-08,2
174383,Primer,Terencana,Buruk,2031-09-09,7
585178,Primer,Terencana,Buruk,2031-09-10,4
414774,Sekunder,Teratur,Buruk,2031-09-11,16
447368,Tidak Terduga,Irasional,Tidak Baik,2031-09-12,11
359657,Primer,Esensial,Tidak Baik,2031-09-13,10
711113,Tidak Terduga,Luxury,Baik,2031-09-14,8
322227,Primer,Terencana,Baik,2031-09-15,17
291736,Sekunder,Luxury,Buruk,2031-09-16,1
148959,Sekunder,Irasional,Tidak Baik,2031-09-17,6
57172,Primer,Irasional,Tidak Baik,2031-09-18,15
801411,Sekunder,Sial,Tidak Baik,2031-09-19,10
225085,Primer,Irasional,Tidak Baik,2031-09-20,3
553285,Tersier,Irasional,Buruk,2031-09-21,10
572895,Primer,Terencana,Tidak Baik,2031-09-22,17
435785,Tidak Terduga,Esensial,Tidak Baik,2031-09-23,11
987918,Sekunder,Terencana,Tidak Baik,2031-09-24,15
618956,Primer,Sial,Baik,2031-09-25,6
153481,Primer,Teratur,Baik,2031-09-26,13
304492,Primer,Luxury,Tidak Baik,2031-09-27,2
842609,Tidak Terduga,Esensial,Senang,2031-09-28,6
302933,Sekunder,Terencana,Senang,2031-09-29,19
768237,Primer,Sial,Buruk,2031-09-30,6
497951,Sekunder,Irasional,Tidak Baik,2031-10-01,11
254993,Tidak Terduga,Teratur,Senang,2031-10-02,9
671599,Tersier,Gaya Hidup,Baik,2031-10-03,13
329449,Tidak Terduga,Teratur,Senang,2031-10-04,17
757691,Tersier,Kewajiban,Senang,2031-10-05,13
990997,Primer,Luxury,Senang,2031-10-06,5
545060,Sekunder,Gaya Hidup,Baik,2031-10-07,15
239902,Tersier,Esensial,Tidak Baik,2031-10-08,6
158594,Sekunder,Esensial,Tidak Baik,2031-10-09,18
172321,Primer,Irasional,Baik,2031-10-10,17
924253,Sekunder,Kewajiban,Baik,2031-10-11,10
107649,Tersier,Luxury,Senang,2031-10-12,2
504001,Primer,Luxury,Baik,2031-10-13,15
211043,Primer,Kewajiban,Baik,2031-10-14,14
972333,Tersier,Esensial,Senang,2031-10-15,14
778022,Sekunder,Teratur,Tidak Baik,2031-10-16,9
496732,Tidak Terduga,Luxury,Tidak Baik,2031-10-17,5
122055,Sekunder,Teratur,Senang,2031-10-18,1
879884,Tersier,Gaya Hidup,Baik,2031-10-19,15
745054,Sekunder,Irasional,Senang,2031-10-20,13
916593,Tidak Terduga,Teratur,Tidak Baik,2031-10-21,7
365112,Sekunder,Terencana,Tidak Baik,2031-10-22,5
730280,Primer,Gaya Hidup,Buruk,2031-10-23,16
394301,Sekunder,Luxury,Senang,2031-10-24,3
774007,Primer,Luxury,Baik,2031-10-25,7
98093,Tidak Terduga,Irasional,Buruk,2031-10-26,11
606713,Sekunder,Teratur,Baik,2031-10-27,7
598507,Primer,Teratur,Senang,2031-10-28,18
334466,Tidak Terduga,Esensial,Tidak Baik,2031-10-29,13
964629,Primer,Esensial,Tidak Baik,2031-10-30,16
344527,Primer,Esensial,Tidak Baik,2031-10-31,14
922717,Primer,Kewajiban,Buruk,2031-11-01,5
195156,Sekunder,Irasional,Buruk,2031-11-02,12
776385,Primer,Sial,Buruk,2031-11-03,20
774031,Tersier,Esensial,Baik,2031-11-04,5
764233,Tidak Terduga,Gaya Hidup,Buruk,2031-11-05,7
698676,Tidak Terduga,Terencana,Baik,2031-11-06,17
212547,Sekunder,Terencana,Buruk,2031-11-07,14
862250,Sekunder,Esensial,Buruk,2031-11-08,17
409052,Sekunder,Teratur,Buruk,2031-11-09,16
563469,Tersier,Teratur,Tidak Baik,2031-11-10,20
265134,Tidak Terduga,Esensial,Buruk,2031-11-11,2
157257,Tidak Terduga,Terencana,Baik,2031-11-12,14
240743,Sekunder,Kewajiban,Senang,2031-11-13,1
860541,Sekunder,Irasional,Baik,2031-11-14,9
175622,Primer,Irasional,Tidak Baik,2031-11-15,17
278235,Sekunder,Gaya Hidup,Baik,2031-11-16,17
858766,Tidak Terduga,Terencana,Tidak Baik,2031-11-17,13
548019,Primer,Kewajiban,Tidak Baik,2031-11-18,19
57560,Tersier,Kewajiban,Baik,2031-11-19,8
408427,Tersier,Kewajiban,Senang,2031-11-20,6
610933,Tidak Terduga,Irasional,Baik,2031-11-21,2
630076,Primer,Esensial,Baik,2031-11-22,11
416831,Sekunder,Esensial,Senang,2031-11-23,12
520110,Sekunder,Gaya Hidup,Baik,2031-11-24,8
872700,Primer,Kewajiban,Baik,2031-11-25,9
608443,Primer,Irasional,Senang,2031-11-26,1
166074,Tersier,Teratur,Baik,2031-11-27,12
671674,Sekunder,Terencana,Baik,2031-11-28,1
957199,Tidak Terduga,Luxury,Baik,2031-11-29,17
120403,Sekunder,Irasional,Senang,2031-11-30,20
98941,Tersier,Esensial,Tidak Baik,2031-12-01,5
354314,Primer,Terencana,Senang,2031-12-02,16
447500,Sekunder,Terencana,Senang,2031-12-03,7
781759,Primer,Sial,Buruk,2031-12-04,19
783789,Sekunder,Teratur,Senang,2031-12-05,14
531916,Tidak Terduga,Kewajiban,Senang,2031-12-06,3
581231,Tidak Terduga,Terencana,Baik,2031-12-07,11
460749,Sekunder,Sial,Buruk,2031-12-08,20
836527,Sekunder,Irasional,Tidak Baik,2031-12-09,15
459322,Primer,Terencana,Buruk,2031-12-10,14
893333,Primer,Irasional,Baik,2031-12-11,9
632826,Tersier,Kewajiban,Baik,2031-12-12,1
107333,Tersier,Teratur,Buruk,2031-12-13,11
161414,Sekunder,Irasional,Tidak Baik,2031-12-14,7
362427,Tidak Terduga,Terencana,Senang,2031-12-15,11
703540,Tersier,Sial,Baik,2031-12-16,14
107767,Tersier,Terencana,Buruk,2031-12-17,15
501832,Tidak Terduga,Teratur,Buruk,2031-12-18,2
518461,Primer,Irasional,Senang,2031-12-19,16
743145,Primer,Esensial,Buruk,2031-12-20,17
572491,Primer,Sial,Baik,2031-12-21,20
391249,Sekunder,Irasional,Baik,2031-12-22,15
164568,Sekunder,Luxury,Tidak Baik,2031-12-23,16
950607,Primer,Kewajiban,Buruk,2031-12-24,11
899325,Tidak Terduga,Sial,Buruk,2031-12-25,12
848164,Primer,Teratur,Tidak Baik,2031-12-26,9
608083,Primer,Esensial,Tidak Baik,2031-12-27,6
700872,Sekunder,Irasional,Tidak Baik,2031-12-28,14
646338,Tidak Terduga,Teratur,Tidak Baik,2031-12-29,3
220802,Tersier,Sial,Buruk,2031-12-30,19
835077,Tidak Terduga,Luxury,Baik,2031-12-31,1
165300,Sekunder,Sial,Buruk,2032-01-01,8
483633,Tersier,Kewajiban,Baik,2032-01-02,17
557290,Sekunder,Terencana,Senang,2032-01-03,9
984951,Primer,Luxury,Tidak Baik,2032-01-04,5
940385,Tersier,Gaya Hidup,Baik,2032-01-05,6
88104,Sekunder,Kewajiban,Senang,2032-01-06,16
901776,Primer,Kewajiban,Buruk,2032-01-07,7
160192,Sekunder,Gaya Hidup,Buruk,2032-01-08,13
573269,Tidak Terduga,Teratur,Baik,2032-01-09,5
190448,Sekunder,Sial,Senang,2032-01-10,15
348897,Tidak Terduga,Teratur,Buruk,2032-01-11,7
202655,Sekunder,Kewajiban,Senang,2032-01-12,6
199834,Primer,Gaya Hidup,Baik,2032-01-13,2
368334,Tidak Terduga,Irasional,Buruk,2032-01-14,6
773788,Tidak Terduga,Sial,Senang,2032-01-15,6
266422,Primer,Teratur,Buruk,2032-01-16,5
392831,Tidak Terduga,Esensial,Baik,2032-01-17,16
574103,Sekunder,Sial,Senang,2032-01-18,4
968397,Sekunder,Terencana,Buruk,2032-01-19,4
327846,Tidak Terduga,Irasional,Baik,2032-01-20,3
917025,Sekunder,Terencana,Baik,2032-01-21,15
112690,Tidak Terduga,Luxury,Buruk,2032-01-22,12
292778,Tersier,Gaya Hidup,Baik,2032-01-23,16
235837,Sekunder,Esensial,Baik,2032-01-24,14
695905,Tidak Terduga,Luxury,Senang,2032-01-25,20
607599,Sekunder,Irasional,Tidak Baik,2032-01-26,4
317782,Tersier,Esensial,Baik,2032-01-27,16
161250,Tersier,Terencana,Baik,2032-01-28,4
685383,Sekunder,Teratur,Baik,2032-01-29,14
347534,Tersier,Sial,Baik,2032-01-30,6
674274,Sekunder,Sial,Buruk,2032-01-31,2
589392,Primer,Luxury,Baik,2032-02-01,10
127966,Primer,Teratur,Senang,2032-02-02,6
556986,Tersier,Luxury,Buruk,2032-02-03,20
702124,Sekunder,Sial,Tidak Baik,2032-02-04,18
206827,Primer,Sial,Senang,2032-02-05,12
650556,Tidak Terduga,Kewajiban,Tidak Baik,2032-02-06,4
638851,Tidak Terduga,Kewajiban,Baik,2032-02-07,10
191684,Tidak Terduga,Irasional,Baik,2032-02-08,9
209516,Sekunder,Kewajiban,Baik,2032-02-09,18
720731,Tersier,Irasional,Baik,2032-02-10,13
684813,Sekunder,Gaya Hidup,Tidak Baik,2032-02-11,19
785638,Tersier,Esensial,Tidak Baik,2032-02-12,18
975816,Sekunder,Gaya Hidup,Baik,2032-02-13,8
664534,Sekunder,Kewajiban,Baik,2032-02-14,2
384019,Sekunder,Gaya Hidup,Tidak Baik,2032-02-15,12
913456,Primer,Teratur,Tidak Baik,2032-02-16,6
998810,Tidak Terduga,Sial,Tidak Baik,2032-02-17,4
620996,Tidak Terduga,Kewajiban,Buruk,2032-02-18,14
73195,Sekunder,Esensial,Senang,2032-02-19,19
895322,Tidak Terduga,Irasional,Buruk,2032-02-20,1
935740,Tidak Terduga,Sial,Buruk,2032-02-21,7
59751,Tersier,Gaya Hidup,Buruk,2032-02-22,19
115168,Primer,Sial,Baik,2032-02-23,6
77670,Tidak Terduga,Gaya Hidup,Baik,2032-02-24,6
702612,Sekunder,Irasional,Buruk,2032-02-25,1
838475,Sekunder,Irasional,Tidak Baik,2032-02-26,6
634788,Tersier,Esensial,Baik,2032-02-27,14
307511,Tidak Terduga,Terencana,Senang,2032-02-28,19
712759,Sekunder,Kewajiban,Tidak Baik,2032-02-29,18
251048,Sekunder,Irasional,Tidak Baik,2032-03-01,1
834214,Primer,Terencana,Tidak Baik,2032-03-02,4
629929,Tidak Terduga,Terencana,Buruk,2032-03-03,9
466822,Primer,Luxury,Senang,2032-03-04,6
678133,Primer,Luxury,Baik,2032-03-05,13
700030,Tidak Terduga,Gaya Hidup,Buruk,2032-03-06,9
61757,Primer,Gaya Hidup,Buruk,2032-03-07,16
552230,Tidak Terduga,Terencana,Senang,2032-03-08,3
962180,Tidak Terduga,Teratur,Baik,2032-03-09,2
687629,Tidak Terduga,Luxury,Baik,2032-03-10,14
602079,Primer,Terencana,Buruk,2032-03-11,18
333742,Tidak Terduga,Sial,Senang,2032-03-12,1
703088,Tidak Terduga,Sial,Baik,2032-03-13,3
346768,Sekunder,Teratur,Senang,2032-03-14,15
536404,Primer,Luxury,Tidak Baik,2032-03-15,15
286773,Primer,Gaya Hidup,Baik,2032-03-16,1
873776,Tidak Terduga,Gaya Hidup,Buruk,2032-03-17,7
876567,Sekunder,Sial,Buruk,2032-03-18,3
748264,Sekunder,Esensial,Senang,2032-03-19,13
455818,Tersier,Luxury,Baik,2032-03-20,7
341882,Tersier,Irasional,Buruk,2032-03-21,15
505575,Sekunder,Gaya Hidup,Tidak Baik,2032-03-22,2
106517,Primer,Gaya Hidup,Baik,2032-03-23,11
752063,Primer,Sial,Baik,2032-03-24,1
92823,Tidak Terduga,Kewajiban,Baik,2032-03-25,2
195759,Tersier,Esensial,Baik,2032-03-26,10
490959,Sekunder,Terencana,Senang,2032-03-27,19
465810,Tidak Terduga,Teratur,Senang,2032-03-28,7
537774,Primer,Teratur,Baik,2032-03-29,7
517002,Tidak Terduga,Kewajiban,Tidak Baik,2032-03-30,6
243933,Tidak Terduga,Sial,Buruk,2032-03-31,14
386717,Sekunder,Luxury,Senang,2032-04-01,15
666129,Tidak Terduga,Kewajiban,Baik,2032-04-02,6
180647,Sekunder,Esensial,Baik,2032-04-03,9
357766,Tersier,Sial,Senang,2032-04-04,9
933332,Tidak Terduga,Gaya Hidup,Senang,2032-04-05,13
783258,Primer,Kewajiban,Tidak Baik,2032-04-06,19
364827,Primer,Luxury,Buruk,2032-04-07,8
799864,Tidak Terduga,Teratur,Buruk,2032-04-08,4
932590,Tersier,Luxury,Buruk,2032-04-09,15
392147,Primer,Esensial,Tidak Baik,2032-04-10,6
448084,Tersier,Teratur,Baik,2032-04-11,19
167118,Tidak Terduga,Terencana,Tidak Baik,2032-04-12,9
827615,Tersier,Terencana,Tidak Baik,2032-04-13,15
418539,Sekunder,Irasional,Baik,2032-04-14,14
569995,Primer,Terencana,Baik,2032-04-15,8
618933,Tersier,Luxury,Buruk,2032-04-16,18
141341,Primer,Irasional,Senang,2032-04-17,1
364617,Tersier,Terencana,Senang,2032-04-18,18
283480,Primer,Teratur,Baik,2032-04-19,8
519131,Primer,Kewajiban,Senang,2032-04-20,19
158473,Tidak Terduga,Gaya Hidup,Tidak Baik,2032-04-21,2
310464,Tersier,Kewajiban,Tidak Baik,2032-04-22,13
501435,Tidak Terduga,Teratur,Baik,2032-04-23,11
289961,Primer,Terencana,Buruk,2032-04-24,9
177720,Tersier,Gaya Hidup,Senang,2032-04-25,2
131514,Tersier,Terencana,Tidak Baik,2032-04-26,6
83063,Sekunder,Kewajiban,Senang,2032-04-27,12
334309,Primer,Gaya Hidup,Buruk,2032-04-28,20
432810,Sekunder,Irasional,Senang,2032-04-29,20
936141,Sekunder,Luxury,Tidak Baik,2032-04-30,18
675270,Tersier,Terencana,Baik,2032-05-01,11
468446,Sekunder,Sial,Baik,2032-05-02,4
290330,Primer,Teratur,Senang,2032-05-03,20
937340,Tidak Terduga,Gaya Hidup,Senang,2032-05-04,8
976141,Sekunder,Esensial,Baik,2032-05-05,20
197457,Sekunder,Teratur,Baik,2032-05-06,8
882993,Tersier,Teratur,Tidak Baik,2032-05-07,5
373341,Tersier,Kewajiban,Senang,2032-05-08,15
635748,Tersier,Gaya Hidup,Senang,2032-05-09,6
786157,Tidak Terduga,Gaya Hidup,Tidak Baik,2032-05-10,16
357905,Tersier,Gaya Hidup,Baik,2032-05-11,6
229055,Primer,Sial,Buruk,2032-05-12,18
830190,Primer,Esensial,Tidak Baik,2032-05-13,3
197082,Tersier,Luxury,Baik,2032-05-14,6
552469,Tersier,Kewajiban,Senang,2032-05-15,19
569728,Tidak Terduga,Esensial,Baik,2032-05-16,4
519491,Tidak Terduga,Gaya Hidup,Senang,2032-05-17,13
552987,Primer,Sial,Buruk,2032-05-18,8
951777,Tidak Terduga,Irasional,Buruk,2032-05-19,12
353528,Tersier,Sial,Senang,2032-05-20,2
551530,Tidak Terduga,Luxury,Baik,2032-05-21,10
54302,Tersier,Terencana,Buruk,2032-05-22,19
124423,Primer,Kewajiban,Senang,2032-05-23,14
442344,Sekunder,Teratur,Senang,2032-05-24,2
559996,Tidak Terduga,Irasional,Baik,2032-05-25,5
509441,Primer,Irasional,Buruk,2032-05-26,14
282422,Primer,Irasional,Senang,2032-05-27,14
255595,Tidak Terduga,Sial,Baik,2032-05-28,15
641680,Sekunder,Luxury,Baik,2032-05-29,13
400037,Tersier,Terencana,Senang,2032-05-30,11
81021,Primer,Luxury,Baik,2032-05-31,6
82995,Primer,Kewajiban,Baik,2032-06-01,15
325023,Sekunder,Teratur,Senang,2032-06-02,6
548934,Tersier,Gaya Hidup,Buruk,2032-06-03,18
656543,Primer,Terencana,Buruk,2032-06-04,10
955199,Sekunder,Gaya Hidup,Buruk,2032-06-05,12
913791,Tidak Terduga,Irasional,Baik,2032-06-06,7
716041,Sekunder,Sial,Senang,2032-06-07,19
735188,Sekunder,Sial,Senang,2032-06-08,16
523446,Primer,Terencana,Senang,2032-06-09,9
329628,Tersier,Kewajiban,Senang,2032-06-10,20
592761,Tidak Terduga,Irasional,Senang,2032-06-11,19
38574,Sekunder,Luxury,Buruk,2032-06-12,12
918324,Tidak Terduga,Gaya Hidup,Buruk,2032-06-13,1
142718,Tersier,Esensial,Senang,2032-06-14,15
481860,Tidak Terduga,Luxury,Baik,2032-06-15,1
170440,Tidak Terduga,Sial,Baik,2032-06-16,17
955321,Primer,Luxury,Senang,2032-06-17,18
307319,Tersier,Irasional,Senang,2032-06-18,14
792847,Sekunder,Teratur,Senang,2032-06-19,10
413545,Primer,Teratur,Buruk,2032-06-20,1
830961,Primer,Irasional,Baik,2032-06-21,14
452842,Sekunder,Luxury,Tidak Baik,2032-06-22,16
413713,Tersier,Gaya Hidup,Buruk,2032-06-23,12
77440,Tidak Terduga,Esensial,Baik,2032-06-24,14
450040,Tersier,Teratur,Baik,2032-06-25,1
83642,Tersier,Sial,Baik,2032-06-26,6
627983,Tidak Terduga,Luxury,Senang,2032-06-27,2
619107,Tidak Terduga,Teratur,Tidak Baik,2032-06-28,18
234110,Tidak Terduga,Esensial,Baik,2032-06-29,1
